,Nom du commerce,﻿Catégorie,Adresse,Numéro,Code postal,Localité,Site internet,Géo Point,lun_mat_ouv,lun_mat_ferm,lun_soir_ouv,lun_soir_ferm,mar_mat_ouv,mar_soir_ferm,mer_mat_ouv,mer_mat_ferm,mer_soir_ouv,mer_soir_ferm,jeu_mat_ouv,jeu_mat_ferm,ven_mat_ouv,ven_mat_ferm,ven_soir_ouv,ven_soir_ferm,sam_mat_ouv,sam_mat_ferm,sam_soir_ouv,sam_soir_ferm,dim_mat_ouv,dim_mat_ferm,dim_soir_ferm
504,Daily Burger,Restaurant,Route de Landen,1,4280,Hannut,http://www.dailyburger.be,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
505,Ferme de Lange,Pizzerias,Rue de Cras-Avernas,11,4280,Bertrée,http://www.fermedelange.be,"50.697029757,5.095957715",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
506,Quatres Vents,Friteries - Petites restaurations,Route de Landen,56 A,4280,Hannut,http://www.friterie-aux4vents.be,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
507,La Brasserie,Café - Bar - Brasserie,Grand Place,19,4280,Hannut,http://www.labrasseriehannutoise.be,"50.672649414,5.077863186",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
508,L'Anton,Café - Bar - Brasserie,Place Henri Hallet,15,4280,Hannut,http://www.lantonbrasserie.be,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
509,Pizza espress,Pizzerias,Rue Zenobe Gramme,59,4280,Hannut,http://www.pizzaespress-hannut.be,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
510,Sushi Délice,Restaurant,Grand Place,4,4280,Hannut,http://www.sushidelice.be,"50.672649414,5.077863186",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
511,BDMC International,Gestion & organisation de sociétés,Rue Belle Vue,30 A,4280,Grand-Hallet,,"50.694514244,5.050462294",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
512,Houppresse & Collard,Agence immobilière,Route de Landen,35,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
513,Lemestré Frères et Sœurs sprl,"Agriculture, crèmerie, produits laitiers",Rue des Anges,9,4280,Crehen,,"50.653906443,5.055106519",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
514,Ets. Paul Gilles et fils SA,"Agriculture, graines et semences",Rue Fadeux,1,4280,Cras-Avernas,,"50.702233514,5.120531695",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
515,Arletho,"Agriculture, graines et semences",Route de Wavre,104,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
516,Nicolas Rappe,"Architecte de jardin, paysagiste",Avenue des Hêtres,25,4280,Hannut,,"50.671652684,5.084245055",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
517,Bureau d'affaires Masson,Assurances,Rue Albert 1er,67,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
518,Melon Assurances,Assurances,Rue Albert 1er,68-70,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
519,AP Assurances (B-Assur sprl),Assurances,Rue Albert 1er,92,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
520,Moes assurances,Assurances,Rue de Crehen,3 bte 1,4280,Hannut,,"50.669254604,5.072751246",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
521,CBC Assurance,Assurances,Rue Joseph wauters,5 bte 2,4280,Hannut,,"50.671440816,5.088310975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
522,Revalidation ambulatoire,Autres,Avenue des Tonneliers,21,4280,Hannut,,"50.668824227,5.089141343",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
523,Maître Leclercq Pierre,Avocats,Avenue Paul Brien,2,4280,Hannut,,"50.675091008,5.065180745",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
524,ING,Banque / Crédit,Rue Albert 1er,94,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
525,Crelan (Mme Morren),Banque/Assurance,Rue Zenobe Gramme,51,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
526,A la Soupe,Bar à soupes,Route de Tirlemont,12,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
527,Boucherie à la maison,Boucherie & Charcuterie,Rue de Lens-Saint-Servais,1,4280,Abolens,,"50.671412722,5.149892253",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
528,Matagne Thierry,Boulangerie - Pâtisserie,Rue de la Prâle,38,4280,Villers-le-Peuplier,,"50.658815479,5.098344636",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
529,Déco Broc,Brocanteur,Rue Maurice Withofs,3,4280,Avernas-le-Bauduin,,"50.692550007,5.079005127",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
530,Hannut Wash,Car Wash,Rue de Huy,105,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
531,Star Wash,Car Wash (à domicile),Rue du Mignawez,18,4280,Hannut,,"50.663014481,5.050343779",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
532,Dellisse Victor,Carrosserie,Route de Wavre,172,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
533,Audio Santé,Centre Auditif,Rue Albert 1er,74 D,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
534,Fitnessentiel,Centre de fitness,Rue Albert 1er,78 B,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
535,Laboratoire Collard,Centre médical,Rue Zenobe Gramme,33,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
536,Ronvaux Marc sprl,Chauffage et/ou sanitaire,Rue du Chemin de fer,9,4280,Bertrée,,"50.696013495,5.084631952",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
537,Bernard Ets,Chauffage et/ou sanitaire,Rue de Huy,102B,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
538,Goessens sa,Chauffage et/ou sanitaire,Rue des Combattants,51,4280,Hannut,,"50.674242047,5.08579216",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
539,Goletti,Chauffage et/ou sanitaire,Rue de la Marsalle,20,4280,Merdorp,,"50.64152869,4.998800656",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
540,Brantano,Chaussures,Route de Landen,56 B,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
541,My shoes,Chaussures,Rue Gustave Detiege,4,4280,Hannut,,"50.671955047,5.078210069",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
542,"L'écurie ""Le Galossy""",Chevaux - Manèges & centre équestre,Ruelle Gohette,1,4280,Avernas-le-Bauduin,,"50.69773819,5.079952703",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
543,Dans le regard de l'autre,Chevaux - Manèges & centre équestre,Rue Hubert Larock,13 bte 1,4280,Poucet,,"50.67670088,5.117276147",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
544,Les Délices de Deline,Chocolateries - Confiseries - dét.,Rue de Huy,20,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
545,Aux Ciseaux d'Or,Coiffure - salon,Rue René Detiste,21,4280,Grand-Hallet,,"50.694663212,5.035431244",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
546,Energik Coiffure,Coiffure - Salon,Rue de Hesbaye,1,4280,Hannut,,"50.67897509,5.079284298",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
547,Ferraz Felipe,Coiffure - salon,Rue de Huy,46,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
548,Filo-Fisc sprl,Comptable et/ou fiscalité,Rue Tige Jacquette,7b,4280,Avin,,"50.619450001,5.078056125",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
549,De Vlamynck I-J,Comptable et/ou fiscalité,Rue du Château,1-mars,4280,Blehen,,"50.6636503,5.12491044",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
550,NBC fisc SPRL,Comptable et/ou fiscalité,Rue Zenobe Gramme,8,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
551,Metalika,Construction - Métallique,Rue de l'Europe,21,4280,Hannut,,"50.677996994,5.085730975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
552,Clean services sprl,Cordonnerie,Rue Albert 1er,62,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
553,Khayi - Lemmans Elhasahia,Crèches - Garderies d'enfants,Rue du Centenaire,14 bte 1,4280,Lens-Saint-Remy,,"50.654766277,5.121897961",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
554,"Là-bas,,,Lens,,,Soire",Crèches - Garderies d'enfants,Rue Jérôme Lambrechts,5,4280,Lens-Saint-Remy,,"50.651021277,5.131443691",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
555,Anne Pirard Décoration,Décorateur - Intérieur et/ou Extérieure,Place Henri Hallet,18,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
556,La Grande Porte,Décorateur - Intérieur et/ou Extérieure,Rue Albert 1er,41,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
557,Leroy V.,Diéteticien et/ou nutritionniste,Rue Albert 1er,107,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
558,Dr Simon Marie-France,Docteur en médecine,Rue d'Atrive,9,4280,Avin,,"50.624053111,5.073498891",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
559,Dr De Schrynmakers - Labrique,Docteur en médecine,Route de Wavre,131,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
560,EDS Concept,Domotique,Rue de Blehen,21,4280,Villers-le-Peuplier,,"50.66159001,5.10656295",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
561,Kid's & Us,Ecole de cours d'anglais pour enfants,Rue Albert 1er,5,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
562,Volon A,Electricité,Rue Haute,19,4280,Blehen,,"50.662833515,5.118552132",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
563,Actiomentis sprl,Electricité,Rue Joseph Bully,9,4280,Lens-Saint-Remy,,"50.655752011,5.137327589",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
564,Electricité Kempinaire,Electricité,Rue de la Victoire,14,4280,Thisnes,,"50.667134368,5.050771497",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
565,Cadres & graph,Encadrement,Rue Albert 1er,12,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
566,"Inst. D'ens. Spécial ""Les Loriers""",Enseignement,Rue d'Avernas,7,4280,Hannut,,"50.67564209,5.078402093",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
567,Institut Saint cœur de Marie,Enseignement maternel,Rue Zenobe Gramme,50,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
568,Collège Sainte Croix,Enseignement Primaire/Secondaire,Rue de Crehen,1,4280,Hannut,,"50.669254604,5.072751246",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
569,Inst. d'Ens. Spécial Secondaire de la Com. Fr.,Enseignement Spécialisé,Rue de Huy,28,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
570,Ugoletti M.,Entrepreneurs en bâtiments et/ou rénovations,Rue de Boelhe,1,4280,Blehen,,"50.667318429,5.12451391",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
571,Christiaens Béton,Entrepreneurs en bâtiments et/ou rénovations,Rue de Corthys,15,4280,Cras-Avernas,,"50.697391556,5.13088226",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
572,Adam Matériaux,Entrepreneurs en bâtiments et/ou rénovations,Rue de l'Europe,14,4280,Hannut,,"50.677996994,5.085730975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
573,BC Production sprl,Entrepreneurs en bâtiments et/ou rénovations,Rue du Marquat,2,4280,Merdorp,,"50.643629498,4.995975355",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
574,Noël Lionel,Entrepreneurs en bâtiments et/ou rénovations,Rue les Ruelles,12b,4280,Villers-le-Peuplier,,"50.658556505,5.099820381",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
575,Stokand sprl,Entreprise du bâtiment,Rue Zenobe Gramme,6,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
576,Events Promotion,Evénements (Organisation),Rue de Houtain,31,4280,Grand-Hallet,,"50.698816905,5.043729605",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
577,San Petrus,Fabrication de pâtes & plats cuisinés,Route de Namur,118,4280,Moxhe,,"50.638894909,5.081312019",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
578,Chez Dech,Friteries - Petites restaurations,Route de Namur,107,4280,Moxhe,,"50.638894909,5.081312019",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
579,La p'tite Fringale,Friteries - Petites restaurations,Route de Wavre,75,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
580,Gergay Hervé (producteur de cresson),Fruits & légumes (culture de),Route de Landen,171,4280,Avernas-le-Bauduin,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
581,Ferme de la Solive,Fruits & Légumes (culture de),Rue des Wérihets,1,4280,Moxhe,,"50.630426419,5.070268624",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
582,Fourneaux Grégory,Fruits & Légumes (culture de),Rue des Mayeurs,1,4280,Poucet,,"50.677924071,5.112031789",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
583,MWZ cars,Garage automobile,Route de Landen,146,4280,Avernas-le-Bauduin,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
584,Mercedes(Bernard),Garage automobile,Route de Tirlemont,84,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
585,Opel (Jacob),Garage automobile,Route de Tirlemont,153,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
586,Toyota (Francotte),Garage automobile,Route de Wavre,39,4280,Hannut,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
587,Garage Tourneur,Garage automobile,Rue de l'Europe,15,4280,Hannut,,"50.677996994,5.085730975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
588,"Nissan, Kia & Mitsubishi (Steveny)",Garage automobile,Route de Wavre,176,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
589,Salsac M,Gestion des déchets et ordures,Rue de la Vallée,37,4280,Thisnes,,"50.669641851,5.037955284",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
590,Côté vanille,Glacier,Rue Albert 1er,84,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
591,Ice Me,Glacier,Rue du Ballon,5,4280,Hannut,,"50.672788956,5.078557396",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
592,Grifagraf,Graphiste,Rue de la Fusion,4,4280,Petit-Hallet,,"50.687655043,5.017580076",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
593,Hougardy,Grossiste en viande/salaison,Rue de l'Europe,17,4280,Hannut,,"50.677996994,5.085730975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
